,measure_id,measure_name,location_id,location_name,fips,race_id,race_name,sex_id,sex_name,age_group_id,age_name,cause_id,cause_name,year,metric_id,metric_name,val,upper,lower
1723,1,Deaths,102,United States of America,,2,Latino,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0007469958621484,0.0007707451587979,0.0007212243759933
1724,1,Deaths,102,United States of America,,4,Black,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0005522023159484,0.0005707406598526,0.0005347676656232
1725,1,Deaths,102,United States of America,,5,White,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0004554967601296,0.0004627329538979,0.0004478517412902
1726,1,Deaths,102,United States of America,,6,AIAN,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0013341656524066,0.0015431872347546,0.001149998596718
1727,1,Deaths,102,United States of America,,7,Asian,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0002255408218658,0.0002419024432942,0.0002108722575365
1728,1,Deaths,102,United States of America,,1,Total,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0004892382718677,0.000496340672873,0.0004822882036442
1729,1,Deaths,102,United States of America,,2,Latino,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0007831288241994,0.0008107927919664,0.0007576082609939
1730,1,Deaths,102,United States of America,,4,Black,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0004609602196897,0.000475974545663,0.0004463545277441
1731,1,Deaths,102,United States of America,,5,White,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0004687087086033,0.0004767498820053,0.0004610304552755
1732,1,Deaths,102,United States of America,,6,AIAN,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0012752632199114,0.0014798321537839,0.0010986497584564
1733,1,Deaths,102,United States of America,,7,Asian,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0002919856084048,0.0003131535494252,0.0002711731840756
1734,1,Deaths,102,United States of America,,1,Total,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.000515012043623,0.0005231560221284,0.0005072768754582
1735,1,Deaths,102,United States of America,,2,Latino,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0008214155102865,0.0008461335463609,0.0007956379422787
1736,1,Deaths,102,United States of America,,4,Black,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0004226069359107,0.0004383258077345,0.0004067944802546
1737,1,Deaths,102,United States of America,,5,White,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0004992674774745,0.000507502087559,0.0004908668204928
1738,1,Deaths,102,United States of America,,6,AIAN,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.001150791118388,0.0013077398331994,0.0010117369831699
1739,1,Deaths,102,United States of America,,7,Asian,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.000368973919251,0.0003905779775057,0.0003477837823827
1740,1,Deaths,102,United States of America,,1,Total,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0005178782855943,0.0005264692370243,0.0005085547234878
1741,1,Deaths,102,United States of America,,2,Latino,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0008456800677691,0.0008746560366423,0.000814946484551
1742,1,Deaths,102,United States of America,,4,Black,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0003910497986657,0.0004093750462001,0.0003731478504374
1743,1,Deaths,102,United States of America,,5,White,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0005007818609644,0.0005100365341448,0.0004909371135303
1744,1,Deaths,102,United States of America,,6,AIAN,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0009826175103794,0.0011104123240178,0.0008636591278671
1745,1,Deaths,102,United States of America,,7,Asian,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0004885761711537,0.0005170730703554,0.0004608359764225
1746,1,Deaths,102,United States of America,,1,Total,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0005182159503263,0.0005285589574496,0.0005077389246114
1747,1,Deaths,102,United States of America,,2,Latino,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0008473424520719,0.0008889276851801,0.0008074458513424
1748,1,Deaths,102,United States of America,,4,Black,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0004183122700133,0.0004438271615122,0.0003952392168571
1749,1,Deaths,102,United States of America,,5,White,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0005008874780286,0.0005120016129069,0.0004900431080278
1750,1,Deaths,102,United States of America,,6,AIAN,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0009490902952783,0.0010953105037991,0.000803813689846
1751,1,Deaths,102,United States of America,,7,Asian,3,Both,160,85 plus,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0005547807552577,0.000595165996686,0.0005166428563553
1752,1,Deaths,102,United States of America,,1,Total,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0001887639830544,0.0001898173077124,0.0001876888379213
1753,1,Deaths,102,United States of America,,2,Latino,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0001498826200649,0.0001530327869869,0.0001465622134053
1754,1,Deaths,102,United States of America,,4,Black,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.000150172166135,0.0001527460580249,0.0001477968107594
1755,1,Deaths,102,United States of America,,5,White,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0002135196098004,0.0002150262081296,0.0002119279770776
1756,1,Deaths,102,United States of America,,6,AIAN,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0005220446740207,0.0005761950481012,0.0004698402078713
1757,1,Deaths,102,United States of America,,7,Asian,3,Both,22,All Ages,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,6.66403704399455e-05,6.95934689426973e-05,6.36717866272451e-05
1758,1,Deaths,102,United States of America,,1,Total,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0001839451842285,0.0001849748033332,0.0001829031997079
1759,1,Deaths,102,United States of America,,2,Latino,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0002497877898935,0.0002549741725925,0.0002442861748903
1760,1,Deaths,102,United States of America,,4,Black,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0001760428692622,0.0001790427943473,0.0001733539146129
1761,1,Deaths,102,United States of America,,5,White,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0001806121812323,0.0001818782133209,0.0001792621354223
1762,1,Deaths,102,United States of America,,6,AIAN,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,0.0005965388612868,0.0006580534293578,0.0005375064378122
1763,1,Deaths,102,United States of America,,7,Asian,3,Both,27,Age-standardized,521,Cirrhosis and other chronic liver diseases,2013,3,Rate,8.06731503582785e-05,8.4258323617162e-05,7.71998573630282e-05
1764,1,Deaths,102,United States of America,,1,Total,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0,0.0,0.0
1765,1,Deaths,102,United States of America,,2,Latino,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0,0.0,0.0
1766,1,Deaths,102,United States of America,,4,Black,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0,0.0,0.0
1767,1,Deaths,102,United States of America,,5,White,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0,0.0,0.0
1768,1,Deaths,102,United States of America,,6,AIAN,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0,0.0,0.0
1769,1,Deaths,102,United States of America,,7,Asian,3,Both,28,<1 year,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0,0.0,0.0
1770,1,Deaths,102,United States of America,,1,Total,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,8.18097451443467e-07,9.18771427177309e-07,7.18735391734797e-07
1771,1,Deaths,102,United States of America,,2,Latino,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,6.8071047068576e-07,8.18767767139394e-07,5.60808610701982e-07
1772,1,Deaths,102,United States of America,,4,Black,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.14110073509063e-06,1.3695741886317e-06,9.25825939250172e-07
1773,1,Deaths,102,United States of America,,5,White,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,7.64905387797304e-07,8.78267911470672e-07,6.55897763268427e-07
1774,1,Deaths,102,United States of America,,6,AIAN,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,2.24141141825241e-06,2.98568477905965e-06,1.61109620918599e-06
1775,1,Deaths,102,United States of America,,7,Asian,3,Both,5,1 to 4,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,8.01937849957584e-07,1.16500591294405e-06,5.01218171502438e-07
1776,1,Deaths,102,United States of America,,1,Total,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,2.21934111834433e-07,2.57568173850065e-07,1.88610005722148e-07
1777,1,Deaths,102,United States of America,,2,Latino,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.94732438579933e-07,2.35974716318481e-07,1.54582976926636e-07
1778,1,Deaths,102,United States of America,,4,Black,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,2.86181590406368e-07,3.58410860160833e-07,2.21411324286285e-07
1779,1,Deaths,102,United States of America,,5,White,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.94771311052931e-07,2.30981309693106e-07,1.61471212942194e-07
1780,1,Deaths,102,United States of America,,6,AIAN,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,9.45148295618307e-07,1.21513495288221e-06,6.99560402263121e-07
1781,1,Deaths,102,United States of America,,7,Asian,3,Both,6,5 to 9,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,2.97172102388462e-07,4.38102968039434e-07,1.8897693097578e-07
1782,1,Deaths,102,United States of America,,1,Total,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,3.295263253009e-07,3.71484930208422e-07,2.90720357399545e-07
1783,1,Deaths,102,United States of America,,2,Latino,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,3.31538601924534e-07,3.86550345182433e-07,2.79341333677515e-07
1784,1,Deaths,102,United States of America,,4,Black,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,4.09188857090099e-07,4.8826439555341e-07,3.36603563925997e-07
1785,1,Deaths,102,United States of America,,5,White,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,2.83806860437514e-07,3.25480908715271e-07,2.4483417615863e-07
1786,1,Deaths,102,United States of America,,6,AIAN,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.68862769887624e-06,2.08330752133908e-06,1.33743406853812e-06
1787,1,Deaths,102,United States of America,,7,Asian,3,Both,7,10 to 14,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,3.16222959043621e-07,4.57005811942497e-07,2.00290778412417e-07
1788,1,Deaths,102,United States of America,,1,Total,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.22229679016325e-06,1.3189673218425e-06,1.12623032238669e-06
1789,1,Deaths,102,United States of America,,2,Latino,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.14420336077061e-06,1.28657383891297e-06,1.00912228323935e-06
1790,1,Deaths,102,United States of America,,4,Black,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.62308727199201e-06,1.81988929106022e-06,1.4396438491439e-06
1791,1,Deaths,102,United States of America,,5,White,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.09731163051837e-06,1.19580647849314e-06,9.93085711529445e-07
1792,1,Deaths,102,United States of America,,6,AIAN,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,5.78693029894791e-06,6.85934945840161e-06,4.86531003411829e-06
1793,1,Deaths,102,United States of America,,7,Asian,3,Both,8,15 to 19,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,8.64523896689344e-07,1.21973749715387e-06,5.83770500222716e-07
1794,1,Deaths,102,United States of America,,1,Total,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,3.78550567076395e-06,4.0104037085997e-06,3.56444876577796e-06
1795,1,Deaths,102,United States of America,,2,Latino,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,3.46720108054658e-06,3.82873768210553e-06,3.09460306789915e-06
1796,1,Deaths,102,United States of America,,4,Black,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,4.67081542601903e-06,5.13593535403028e-06,4.24870443854101e-06
1797,1,Deaths,102,United States of America,,5,White,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,3.48315383453243e-06,3.74070218003312e-06,3.2463262700864e-06
1798,1,Deaths,102,United States of America,,6,AIAN,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,2.55889653270972e-05,3.02516781667712e-05,2.16796051654885e-05
1799,1,Deaths,102,United States of America,,7,Asian,3,Both,9,20 to 24,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.84418494069523e-06,2.67055650542811e-06,1.22697430833237e-06
1800,1,Deaths,102,United States of America,,1,Total,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.34758247187637e-05,1.40572693256167e-05,1.29480156776339e-05
1801,1,Deaths,102,United States of America,,2,Latino,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.28191839774159e-05,1.3715118484685e-05,1.19330842608019e-05
1802,1,Deaths,102,United States of America,,4,Black,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.1395914181218e-05,1.23933772191158e-05,1.04219537548166e-05
1803,1,Deaths,102,United States of America,,5,White,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.34829811926694e-05,1.41680621610185e-05,1.28704446356153e-05
1804,1,Deaths,102,United States of America,,6,AIAN,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0001241927846142,0.000139815460776,0.0001106359188092
1805,1,Deaths,102,United States of America,,7,Asian,3,Both,10,25 to 29,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,5.13677159269883e-06,6.08544467240217e-06,4.32272270358968e-06
1806,1,Deaths,102,United States of America,,1,Total,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,3.34575501215568e-05,3.45509282892965e-05,3.23548320356374e-05
1807,1,Deaths,102,United States of America,,2,Latino,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,3.30743479967763e-05,3.49624330353429e-05,3.12112712374073e-05
1808,1,Deaths,102,United States of America,,4,Black,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,2.49389851508894e-05,2.66996265041123e-05,2.32746583395042e-05
1809,1,Deaths,102,United States of America,,5,White,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,3.4586371473026e-05,3.58928528035435e-05,3.33334310702747e-05
1810,1,Deaths,102,United States of America,,6,AIAN,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0002905745828142,0.0003294220646037,0.0002582146270572
1811,1,Deaths,102,United States of America,,7,Asian,3,Both,11,30 to 34,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,1.13827549369623e-05,1.31326485081469e-05,9.75452701556739e-06
1812,1,Deaths,102,United States of America,,1,Total,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,5.99486634986147e-05,6.15029453247058e-05,5.8329942876926e-05
1813,1,Deaths,102,United States of America,,2,Latino,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,6.0456618962946e-05,6.32263209320033e-05,5.75325271938257e-05
1814,1,Deaths,102,United States of America,,4,Black,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,4.57484254860853e-05,4.83871420753619e-05,4.34014023844704e-05
1815,1,Deaths,102,United States of America,,5,White,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,6.22377951624181e-05,6.41720236850468e-05,6.02422425466919e-05
1816,1,Deaths,102,United States of America,,6,AIAN,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0004695940537899,0.0005318522252894,0.0004161457871237
1817,1,Deaths,102,United States of America,,7,Asian,3,Both,12,35 to 39,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,2.04115225484069e-05,2.31794120373173e-05,1.7814238306519e-05
1818,1,Deaths,102,United States of America,,1,Total,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.000111308685932,0.0001135248607824,0.0001092072799083
1819,1,Deaths,102,United States of America,,2,Latino,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.000118218855884,0.0001228678714584,0.000113681506299
1820,1,Deaths,102,United States of America,,4,Black,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,8.47266703682527e-05,8.84572554001573e-05,8.11838506599432e-05
1821,1,Deaths,102,United States of America,,5,White,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0001163703223221,0.0001189603586971,0.000113654514927
1822,1,Deaths,102,United States of America,,6,AIAN,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0006779730997463,0.0007688589767258,0.0005997599148527
1823,1,Deaths,102,United States of America,,7,Asian,3,Both,13,40 to 44,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,3.52291325676865e-05,3.97433364295302e-05,3.1022684704071e-05
1824,1,Deaths,102,United States of America,,1,Total,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0002115735590794,0.0002148154440866,0.0002081739160305
1825,1,Deaths,102,United States of America,,2,Latino,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0002380506772774,0.0002464558569666,0.0002301180658502
1826,1,Deaths,102,United States of America,,4,Black,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0001576335333044,0.0001633297902771,0.0001520618108723
1827,1,Deaths,102,United States of America,,5,White,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0002190895498688,0.0002234698836812,0.0002147770738535
1828,1,Deaths,102,United States of America,,6,AIAN,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0010855290918993,0.0012529859064531,0.0009263397313325
1829,1,Deaths,102,United States of America,,7,Asian,3,Both,14,45 to 49,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,5.93995051131955e-05,6.57403501410237e-05,5.33430602261137e-05
1830,1,Deaths,102,United States of America,,1,Total,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0003676348597048,0.0003721566998338,0.0003633592132215
1831,1,Deaths,102,United States of America,,2,Latino,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0004319424177117,0.0004448524836292,0.0004184635960129
1832,1,Deaths,102,United States of America,,4,Black,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0003080154816159,0.0003165252785768,0.0002999770171998
1833,1,Deaths,102,United States of America,,5,White,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0003749664202044,0.00038048217005,0.0003695171971033
1834,1,Deaths,102,United States of America,,6,AIAN,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0013986652021867,0.0016186812984768,0.0011896350921833
1835,1,Deaths,102,United States of America,,7,Asian,3,Both,15,50 to 54,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,9.39614669666528e-05,0.0001034897132611,8.45563831894996e-05
1836,1,Deaths,102,United States of America,,1,Total,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005078682470132,0.0005134672662932,0.0005019224723312
1837,1,Deaths,102,United States of America,,2,Latino,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0006373193081761,0.0006558319283304,0.0006192559531774
1838,1,Deaths,102,United States of America,,4,Black,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005100932285855,0.0005214127874511,0.0004989747589204
1839,1,Deaths,102,United States of America,,5,White,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005035921669197,0.0005098698768402,0.00049685615535
1840,1,Deaths,102,United States of America,,6,AIAN,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0014475781996035,0.001662643547012,0.0012612358284488
1841,1,Deaths,102,United States of America,,7,Asian,3,Both,16,55 to 59,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0001364400144624,0.0001477558861408,0.0001260547660376
1842,1,Deaths,102,United States of America,,1,Total,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005528309314754,0.0005590964983975,0.0005466940940555
1843,1,Deaths,102,United States of America,,2,Latino,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0007562468312975,0.0007784707046562,0.0007339982063347
1844,1,Deaths,102,United States of America,,4,Black,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.00062651332153,0.0006416201976277,0.0006126065492954
1845,1,Deaths,102,United States of America,,5,White,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005339125702299,0.0005407560069988,0.0005272749633908
1846,1,Deaths,102,United States of America,,6,AIAN,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0013280956771034,0.0015298182944326,0.0011450162862002
1847,1,Deaths,102,United States of America,,7,Asian,3,Both,17,60 to 64,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0001745960156731,0.000188839280238,0.0001610867806425
1848,1,Deaths,102,United States of America,,1,Total,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005033668047114,0.0005103895162056,0.0004967454413326
1849,1,Deaths,102,United States of America,,2,Latino,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.00077059405043,0.0007947154981351,0.0007459921790262
1850,1,Deaths,102,United States of America,,4,Black,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005685328595699,0.0005853570376481,0.0005531383644941
1851,1,Deaths,102,United States of America,,5,White,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0004763656177637,0.0004836898168987,0.0004695812629677
1852,1,Deaths,102,United States of America,,6,AIAN,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0013525243686382,0.0015573409220113,0.0011603517124103
1853,1,Deaths,102,United States of America,,7,Asian,3,Both,18,65 to 69,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0002192683001434,0.0002343971485236,0.0002047502520579
1854,1,Deaths,102,United States of America,,1,Total,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005064970948729,0.0005137089733368,0.0004997464630879
1855,1,Deaths,102,United States of America,,2,Latino,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0008180677964109,0.000845032566786,0.0007924107354146
1856,1,Deaths,102,United States of America,,4,Black,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0004657504789256,0.0004809304168551,0.0004516641580435
1857,1,Deaths,102,United States of America,,5,White,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0004869287882764,0.000494783992785,0.000479728462505
1858,1,Deaths,102,United States of America,,6,AIAN,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0012898899115298,0.0014908408083905,0.0011009409080218
1859,1,Deaths,102,United States of America,,7,Asian,3,Both,19,70 to 74,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0002824797301546,0.0003022909451067,0.0002640408818819
1860,1,Deaths,102,United States of America,,1,Total,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005304307492656,0.0005383183519033,0.0005229668690554
1861,1,Deaths,102,United States of America,,2,Latino,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0008441350987317,0.0008712200603555,0.0008172600089902
1862,1,Deaths,102,United States of America,,4,Black,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0004146356865302,0.0004305726737365,0.0003997892562418
1863,1,Deaths,102,United States of America,,5,White,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005176741153148,0.0005256736936837,0.0005095303367184
1864,1,Deaths,102,United States of America,,6,AIAN,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0011448633608511,0.0013005043720864,0.0010032237406868
1865,1,Deaths,102,United States of America,,7,Asian,3,Both,20,75 to 79,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0003586971148369,0.000379314725365,0.0003382851249491
1866,1,Deaths,102,United States of America,,1,Total,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005258583677855,0.0005342580446126,0.0005176091100014
1867,1,Deaths,102,United States of America,,2,Latino,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0008507792512151,0.0008799565399916,0.0008221777328547
1868,1,Deaths,102,United States of America,,4,Black,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0003756166129974,0.0003919448586535,0.0003599223484809
1869,1,Deaths,102,United States of America,,5,White,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0005116771604497,0.0005209671371983,0.000503062871562
1870,1,Deaths,102,United States of America,,6,AIAN,3,Both,30,80 to 84,521,Cirrhosis and other chronic liver diseases,2014,3,Rate,0.0009563189919171,0.0010818205039908,0.0008365053507238
